Date,User,Message
2026.2.18 18:57,박태준,"3️⃣ VIX 급등 → GDXU 몰빵 전략
조건:
•   VIX 10% 이상 급등
•   Polymarket 하락 30%
•   GDXU 10퍼센트 상승까지 홀딩
•   GDXU 매도후 
수익으로 번돈 전부 GLD을 매수한다. GLD 대신해서 IAU를 매수한다. ( 정정) "
2026.2.18 19:00,박태준,사진
2026.2.18 19:01,박태준,1. 빨간색이 선행지표 일반차트는 금
2026.2.18 19:02,박태준,사진
2026.2.18 19:02,박태준,1. 빨간색이 선행지표  일반차트가 GDXU 금광3배
2026.2.18 19:06,박태준,부동산 지표지수가 먼저 올라가고 1달뒤에 따라가는경향이있다.
2026.2.18 19:06,박태준,금을 투자하는이유는 숏스퀴즈 방어 및 장기 우상향하기 때문이고 편차가 클경우 GDXU 3배로 매수를 해서 적극적으로 시세차익을 먹는다.
2026.2.18 19:52,박태준,고마워요 형
2026.2.18 19:53,박태준,이모티콘
2026.2.18 19:56,박태준,"( * ) 다만 중요 부동산 선행지수가 꺽일경우 숏포지션을 분할 매도를 한다. 
마이너스 0.02이상 하락한 경우 한해서이다. 부동산 선행지수 하락
롱포지션 현금으로 사용한다. 이부분 정정이요 분할매도를 하지않는다. 
수정 
분할매도 하지않고 전액 매도 정정"
2026.2.18 19:59,박태준,롱포지션인경우 iau gdxu gld 매도한다.
2026.2.18 20:27,박태현,굿굿
2026.2.18 21:01,박태준,"1️⃣ **Vanguard Real Estate ETF (리츠)**는 보통 금리 인하 기대가 생길 때 먼저 오르는 경우가 많다.
2️⃣ **SPDR Gold Shares (금)**은 실제 인하·달러 약세가 진행될 때 강해지는 경향이 있다.
3️⃣ “리츠 → 금” 순서가 반복되는 고정 확률 공식은 없다.
4️⃣ 유동성 장세에서는 리츠가 선행하고 금이 후행하는 패턴이 자주 나타난다.
5️⃣ 핵심은 순서가 아니라 현재가 금리 사이클 어디인지다."
2026.2.18 21:03,박태준,사진
2026.2.18 21:03,박태준,실제로 주황색이 골드 나머지가 리츠인데 이런 경향이 자주 일어나요
2026.2.18 21:14,박태준,POLYAMARKET 기준 63퍼센트 이상인경우 그런경우 한시적으로 SOXL 2퍼센트이상 수수료를제외한  금이 상승을 했어도 매수해도된다.
2026.2.18 21:17,박태준,POLYAMARKET ETH 기준 하락이 12퍼센트 이하인경우 그런경우 한시적으로 SETH 숏 0.5퍼센트이상 수수료를제외한  금이 상승 하락을 했어도 매수해도된다.
2026.2.18 21:23,박태준,S앤P 500 기업 편입기업은 실적이 흑자 인경우에 한해서 종가에 매수 1.5퍼센트 수수료를 제외한 수익이되면 전액매도한다.
2026.2.18 21:37,박태준,"PLTU 장기
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 43퍼센트 폭락이 나온경우 50퍼센트 매수
•   10퍼센트로 하락시 나머지 모든 현금 매수한다.
•   PLTU 매도후 3퍼센트를 이익을 보고 매도를 한다.
•   
수익으로 번돈은 현금화한다."
2026.2.18 21:43,박태준,조건부 매매 은행주 제이피모건체이스 HSBC 웰스파고 로열뱅크오브캐나다 씨티그룹 이상승중 뱅크오브아메리카 종목이 마이너스인경우 300만원투자후 수수료를포함 0.5 상승시 매도한다. 현금화를 한다.
2026.2.18 21:45,박태준,비트코인 / 반도체 / 금 / 은행중 비트코인이 수익이크다면 SOXL 1주씩 매수를 3일에 한번 지정가로 한다. SOXX 반도체가 상승률이크다면 은행주 ROBN 7일에 한번 매수를 한다. 은행주 ROBN 상승률이 크다면 GDXU 2주에 1번 매수를 한다.
2026.2.18 21:49,박태준,GDXU 매수시 주의사항은 SK리츠가 1퍼센트 하락시 매수를 조심해서 해야한다.
2026.2.18 21:50,박태준,SK리츠가 일주일동안 빨간색 차트를 유지하는경우 CONL 매수를 조심을한다. SK리츠가 중간에 1.5퍼센트이상 하락시에는 롱포지션을 집중해서 잡는다.
2026.2.18 21:52,박태준,SK리츠 TIGER 리츠부동산인프라 롯데리츠 평균적으로 1.0퍼센트 이상인 날에는 조심해서 매수 매도를 한다.
2026.2.18 21:56,박태준,"BRKU 장기
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 26퍼센트 폭락이 나온경우 50퍼센트 매수
•   3퍼센트로 하락시 나머지 모든 현금 매수한다.
•   BRKU 매도후 0.5퍼센트를 이익을 보고 매도를 한다.
•   
수익으로 번돈은 현금화한다."
2026.2.18 22:10,박태준,"1) 실제로 주황색이 골드 나머지가 리츠인데 이런 경향이 자주 일어나요 여기서부터 BRKU 장기
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 26퍼센트 폭락이 나온경우 50퍼센트 매수
•   3퍼센트로 하락시 나머지 모든 현금 매수한다.
•   BRKU 매도후 0.5퍼센트를 이익을 보고 매도를 한다.
•   
수익으로 번돈은 현금화한다. 정리및 추가"
2026.2.18 22:11,박태준,"POLYAMARKET 기준 63퍼센트 이상인경우 그런경우 한시적으로 SOXL 2퍼센트이상 수수료를제외한  금이 상승을 했어도 매수해도된다.

POLYAMARKET ETH 기준 하락이 12퍼센트 이하인경우 그런경우 한시적으로 SETH 숏 0.5퍼센트이상 수수료를제외한  금이 상승 하락을 했어도 매수해도된다.

S앤P 500 기업 편입기업은 실적이 흑자 인경우에 한해서 종가에 매수 1.5퍼센트 수수료를 제외한 수익이되면 전액매도한다.

PLTU 
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 44퍼센트 폭락이 나온경우 50퍼센트 매수
•   10퍼센트로 하락시 나머지 모든 현금 매수한다.
•   PLTU 매도후 3퍼센트를 이익을 보고 매도를 한다.
•   
수익으로 번돈은 현금화한다.

조건부 매매 은행주 제이피모건체이스 HSBC 웰스파고 로열뱅크오브캐나다 씨티그룹 이상승중 뱅크오브아메리카 종목이 마이너스인경우 300만원투자후 수수료를포함 0.5 상승시 매도한다. 현금화를 한다.

비트코인 / 반도체 / 금 / 은행중 비트코인이 수익이크다면 SOXL 1주씩 매수를 3일에 한번 지정가로 한다. SOXX 반도체가 상승률이크다면 은행주 ROBN 7일에 한번 매수를 한다. 은행주 ROBN 상승률이 크다면 GDXU 2주에 1번 매수를 한다.

GDXU 매수시 주의사항은 SK리츠가 1퍼센트 하락시 매수를 조심해서 해야한다.

SK리츠가 일주일동안 빨간색 차트를 유지하는경우 CONL 매수를 조심을한다. SK리츠가 중간에 1.5퍼센트이상 하락시에는 롱포지션을 집중해서 잡는다.

SK리츠 TIGER 리츠부동산인프라 롯데리츠 평균적으로 1.0퍼센트 이상인 날에는 조심해서 매수 매도를 한다.

BRKU 
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 30퍼센트 폭락이 나온경우 50퍼센트 매수
•   3퍼센트로 하락시 나머지 모든 현금 매수한다.
•   BRKU 매도후 0.5퍼센트를 이익을 보고 매도를 한다.
•   
수익으로 번돈은 현금화한다.

NFXL  
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 26퍼센트 폭락이 나온경우 50퍼센트 매수
•   20퍼센트 하락시 나머지 모든 현금 매수한다.
• NFXL   매도후 0.9퍼센트를 이익을 보고 매도를 한다.

SNXX
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 46퍼센트 폭락이 나온경우 50퍼센트 매수
•   10퍼센트 하락시 나머지 모든 현금 매수한다.
SNXX   매도후 3퍼센트 이익을 보고 매도를 한다.
OKLL•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 55퍼센트 폭락이 나온경우 50퍼센트 매수
•   12퍼센트시 나머지 모든 현금 매수한다.
OKLL•   매도후 3퍼센트 이익을 보고 매도를 한다. 저가 매수는  3년 동안 최근 최고가 기준 최저가 나온 주식인 매매인 경우 다보니 당일에 오전 9시 부터 장마감까지 매수매도를 원칙으로 한다. 저가매수 원칙에서 인베스팅 닷컴을 통해 유상증자 / 투자자 기대치가 낮은경우는 저가매수를 하지않는다. 
/ 거래량이 3일 전후 거래량이 낮아진 경우도 이에 마찬가지이다. 금이 하락한 경우가 아닌 경우 저가매수는 금한다.  폴리마켓 기준 상승 기대치가 49프로 이하를 볼경우 이또한 금한다.  "
2026.2.18 22:53,박태준,정리중
2026.2.19 00:42,박태준,"매매기록 에서 수익이 났던 조건들을 정리함 

   특이점 절대원칙 금 상승시에도 매수 매도를 한다. ( 중요 ) 
   조건이 매우 까다로움 
   조건이 달성이 안되면 매수매도를 완전 금한다. 
   잽모드란 : GLD 예외로 해서 기습적 단타 
   인간이 하면 뇌동 매매하기 쉽다. 단점 하지만 AI는 별개임..

---------------------------------------------------------------------------------------------------
( 1 ) 잽 모드 SOXL 매수 < 공격모드 >

(1)조건 : POLYAMARKET : NASDAQ  51% 이상 상승 

(2) 조건 : GLD /IAU +0.1% 이상 , QQQ +0.3% 이상 , SOXX -0.2% 이하 , SOXL -0.6% 이하 , NVDA +0.9 % 이상 AMD +0.9 % 이상 , SMCI +1.0 % 이상 , KLA +0.8% 이상 , AMAT +0.8% 이상 , AVGO + 0.55% 이상 , MPWR + 0.55% 이상 , TXN + 0.66% 이상 
 , ASML + 1.0% 이상 , LRCX +0.8% 이상 , + MU + 0.55% 이상 

(3) 조건 : 시간 오후 5시 30분부터 당일 장마감 까지 

(4) 목표 수익률 : SOXL + 0.9% 

(5) 매수 계획 : 전액 매수 

(6) 매도 계획 : 목표 수익률 달성 시 전액 매도 

---------------------------------------------------------------------------------------------------

( 2 ) 잽 모드 BITU 매수 < 공격모드 >

(1)조건 : POLYAMARKET 기준 BITCOIN 이 상승 기대치가 63퍼센트 이상 
조건 : GLD + 0.1% 이상 , BITU -0.4% 이하, BTC +0.9% 이상 ETH + 0.9% 이상 
SOL 2.0% 이상 ,XXRP +5.0% 이상 

시간 : 오후 5시 30분부터 당일 장마감 까지 

(3) 조건 : 시간 오후 5시 30분부터 당일 장마감 까지 

(4) 목표 수익률 : BTIU + 0.9% 

(5) 매수 계획 : 전액 매수 

(6) 매도 계획 : 목표 수익률 달성 시 전액 매도 

---------------------------------------------------------------------------------------------------

( 3 ) 잽 모드 TSLL 매수 < 공격모드 >

(1)조건 : POLYAMARKET 기준 NASDAQ 이 상승 기대치가 63퍼센트 이상 

(2) 조건 : GLD + 0.3 이하 , TSLL -0.8 이하 , TSLA +0.5 이상 , QQQ + 0.7 이상 

(3) 조건 : 시간  오후 5시 30분부터 당일 장마감 까지 


TSLL 매수를 한다. 
200만원 이하 소액으로만 TSLL 1.0% 퍼센트 수수료 제외한 수익이 되면 매도한다.
매도 한 금액은 현금으로 둔다.
---------------------------------------------------------------------------------------------------

( 4 ) 숏 잽모드 ETH 매수 < 공격모드 >

(1)조건 : POLYAMARKET ETH 기준 하락이 12퍼센트 이하인경우
금이 플러스 인경우 +0.01% 이상 , SETH 0.00% 이상 
그런경우 한시적으로 SETH 숏 0.5% 이상 수수료를 제외한  금이 상승 하락을 했어도 매수 해도 된다.

(1)조건 : POLYMARKET : ETH 기대치 10퍼센트 이하 하락시 

(2)조건 : 금 +0.01% 이상 



---------------------------------------------------------------------------------------------------

( 1 ) S앤P500 기업편입 매수 공격모드 

(1)조건 : GLD 상승시 매수 금지 / POLYMARKET :  NASDAQ 51프로 이상 기대치 이상  일 때 한다.

(2)조건 : 재무재표 최근 날짜 기준 기업 순이익 +0.01% 이상

(3)조건 : 분야 상관없음

목표 수익률 : +1.5% 이상 수수료 제외 

매수 : 전액 매수한다. 

매도 : 목표수익률 달성시 전액 매도한다. 

결과 발표 오선의 라이브로 확인이 가능 합니다.
---------------------------------------------------------------------------------------------------

상승장 매도 계획 부동산 유동성 감소 이벤트 

(1)조건 : SK리츠 , TIGER 리츠부동산인프라 , 롯데리츠 7일 연속 평균적으로 +0.1% 

(2) 조건 : ( 중요 ) 부동산 키워드 증가시 부동산 유입으로 의심 데이터 의심해야함.
부동산 검색시  현금부자 부동산 구매 급증 같은 기사가 많이 생긴다면 의심해야한다

(3)조건 : 탐욕지수 75이상 인경우 

대처법 : 횡보 손해를 미연에 방지 해야 한다. 레버리지 ETF GDXU 제외한 매매를 멈춰야 한다. 레버리지 ETF GDXU 90일 금지 

(4)조건 : 탐욕지수 75이상 인 경우 

---------------------------------------------------------------------------------------------------

저가매수 

저가매수모드 1 
BRKU 
•   3년 동안 최근 최고가 기준  
하락폭이 최저가 32퍼센트 폭락이 나온 경우 

목표 수익률 : +0.5% 이상 수수료 제외 

매수 : 전액 매수한다. 

매도 : 목표수익률 달성시 전액 매도한다

---------------------------------------------------------------------------------------------------

저가매수모드 2

NFXL  
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 26퍼센트 폭락이 나온 경우 

목표 수익률 : +0.9% 이상 수수료 제외 

매수 : 전액 매수한다. 

매도 : 목표수익률 달성시 전액 매도한다

---------------------------------------------------------------------------------------------------

저가매수모드 3

SNXX
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 46퍼센트 폭락이 나온경우 

목표 수익률 : +3% 이상 수수료 제외 

매수 : 전액 매수한다. 

매도 : 목표수익률 달성시 전액 매도한다

---------------------------------------------------------------------------------------------------

저가매수모드 4

OKLL•  
 3년 동안 최근 최고가 기준
•   하락폭이 최저가 55퍼센트 폭락이 나온경우 

목표 수익률 : +1% 이상 수수료 제외 

매수 : 전액 매수한다. 

매도 : 목표수익률 달성시 전액 매도한다

---------------------------------------------------------------------------------------------------
저가매수모드 5

PLTU 
•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 44퍼센트 폭락이 나온경우 

 목표 수익률 : +10% 이상 수수료 제외 

매수 : 전액 매수한다. 

매도 : 목표수익률 달성시 전액매도한다.

기간 : 20일 


---------------------------------------------------------------------------------------------------

저가 매수 스윙

CONL 

•   3년 동안 최근 최고가 기준
•   하락폭이 최저가 80퍼센트 폭락이 나온경우 

목표 수익률 : +100% 이상 수수료 제외"
2026.2.19 00:42,박태준,정리완료
2026.2.19 00:44,박태준,레버리지 특성상 프리장 정규장외에 본주보다 마이너스되는경우가 많습니다. 그때를 노려서 단타를 많이했습니다. 시간대는 오후 5시30분 부터 장마감까지입니다.
2026.2.19 00:45,박태현,굿 지금 일어나서 정리해볼껭
2026.2.19 00:47,박태준,S앤p500편입 매수매도 는 편입되고 다음날에 1.5프로먹는 전략이에요
2026.2.19 00:48,박태준,그리고 토요일에 야간작업때메 시간되료
2026.2.19 00:51,박태현,dzd
2026.2.19 00:51,박태현,ㅇㅋㅇㅋ
